Timestamp,Gender,What is your age?,What is your religion?,Which area do you come from?,How many siblings do you have?,Have you ever visited any counselor/therapist?,What is your relationship status?,How many hours of sleep do you get everyday?,What kind of dreams do you get?,Which food do you prefer?, Do you have your meals on time?,How many litres of water do you drink in a day?,Do you workout often?,What time do you normally wake up in the morning?,What time do you normally wake up in the morning on an off-day?,Did your school have a counselor?, What kind of school did you attend?,How did you travel to school?,Which was your favorite subject?," During school life, have you had any concerns about your/your friend's mental health e.g. stress, anxiety, low mood?","If yes, did you feel you had enough understanding and information on the problem?",Who has supported you/your friend with mental health stuff?,What was your financial condition growing up?,What is your opinion about ‘peer pressure’?,What stream did you choose? (Higher Secondary School),What age did you get a phone for yourself?,How often did you participate in non-curricular activities?, Were you ever part of the school cabinet? (Head girl/ Head boy or house captain), Were you ever part of the school sports team?,How often were you called to the principal’s office for any form of mischief/misbehavior?,Do you talk to one or more of your classmates from your school days on a  weekly or daily basis?,What areas of life do you think impact mental health that you might want help with,Which relationships do you feel you might want support with. This could include education and strategies to cope with problems., Do you like reading books? ,Do you read the newspaper/ keep up with the happenings of the world?,What social media platforms do you use? ,Do you look forward to the weekend?,What is your plan for a holiday?,How hopeful are you about achieving your college related goals or future job prospects?,What makes you happy?,What are your energy levels like when I finish my day?,How much time do you have to travel to reach your place of study?,How excited do you get for your birthday?, Do you smoke? ,How often do you consume alcohol?,Stigma,Do you meditate or use other techniques in order to feel relaxed or happy?,Does your college/university have a counsellor?,Would you say that your college is addressing the mental health concerns among its students?,"Do you agree or disagree, that college life affects your mental health?",What are the major reasons you feel in a way college life may affect your mental health?,Do you as a student have a good social life at university/college?,Do you have good friends at college/university?,Do you participate in extra curricular activities?,Do you feel respected and wanted among your classmates?,Do you get enough free time in college/university?,Does your college have a proper schedule that the staff maintains to follow?,Are you enjoying the course you are studying?,Do you feel like you are studying something new and useful in college/university?,Are you happy/satisfied with the marks which you achieve?,Do you feel you are doing well now in college/university in comparison to your school or high school performances?,Do you feel pressure in order to meet the deadlines to submit assignments or projects?,"Do you find sufficient time to focus on your hobbies, extra curricular activities?","Can you balance personal, social, and academics responsibilities?",Do you right now have a clear vision of what you want to achieve  career-wise in future?,Are you happy with your college life?,Have you or anyone you know experienced cyber bullying?
3/30/2021 19:42:11,Male,25,Christian,Urban,1,Yes,Single,Between 4 and 7,Good,Homemade,Sometimes,Less than 1.5 L,Sometimes,Between 7 am and 9 am,After 9 am,No,All boys,Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,No,I did not want support,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before/during UG,Sometimes,Yes,No,Never,No,"School stress, Anxiety and or depression, Self esteem, Suicidal thoughts, Fear of the future/planning the future, Bullying, I think parents need an information/support group",With my parents,No,Yes,Instagram,Yes,"Hangout with friends and family, dear ones, Sleep, Do nothing",3,"Being around people you love, Food",3,Less than 1 hour,3,Never smoked,On occasion,,Yes,I don't know,Not aware,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Submissions and project work",Yes,Yes,Yes,Yes,Yes,Yes,Maybe,No,Yes,No,Yes,No,No,No,Sometimes,No
3/30/2021 19:50:04,Male,24,Hindu,Rural,1,No,Single,Between 4 and 7,Good,Homemade,Yes,More than 3.5 L,Yes,Between 5 am and 7 am,Between 7 am and 9 am,No,Co-ed (Girls and boys),Bus or van with other students,Mathematics,No,,Friend,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before/during UG,Always did,Yes,Yes,Never,Yes,"Family problems, Gender/Sexuality",With my parents,Yes,Yes,"Facebook, Instagram, Twitter",Yes,"Hangout with friends and family, dear ones",5,"Being around people you love, Your work/study, Being around animals, Food",4,1 hour,5,Never smoked,Never,,No,Yes,Yes,Agree,"Uncertainty about which major or career path to choose, Increased social media use",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
3/30/2021 19:56:12,Male,29,Hindu,Rural,1,No,Married,Between 4 and 7,Good,Homemade,Yes,Less than 1.5 L,No,Never a constant time,Between 7 am and 9 am,No,Co-ed (Girls and boys),Foot,Mathematics,No,No,Friend,"Can afford the necessities, and occasional luxuries","It’s bad, but I have fallen for it",Science,Before/during PG,Sometimes,No,No,Many times,No,"Self esteem, Fear of the future/planning the future",With my parents,Yes,Yes,"Facebook, Instagram, Twitter",Yes,"Hangout with friends and family, dear ones",3,Being around people you love,3,Less than 1 hour,3,Never smoked,Never,,No,No,No,Agree,"Pressure to succeed in academics, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",Maybe,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Maybe,Yes,Yes,Maybe,Not sure,Maybe,No
3/30/2021 20:11:12,Male,24,Hindu,Urban,2,No,Single,More than 8,Good,Homemade,Yes,1.5  L,Sometimes,Between 5 am and 7 am,Between 7 am and 9 am,No,Co-ed (Girls and boys),Bus or van with other students,Mathematics,No,,Friend,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before/during UG,Sometimes,No,Yes,Only a few times,Yes,"Family problems, Anxiety and or depression, Self esteem, Sex and relationships, Fear of the future/planning the future, Bullying, Friendship issues, Drugs and alcohol, Phone addiction/fights","With my parents, With my friends (difficulties or break downs/loss of the friendship)",No,Sometimes,"Facebook, Instagram",Yes,"Hangout with friends and family, dear ones",4,Being around people you love,3,Less than 1 hour,2,Never smoked,Never,,No,Yes,No,Agree,Pressure to succeed in academics,Yes,Yes,No,Yes,Sometimes,Yes,,,,,Yes,Sometimes,Yes,Yes,Yes,No
3/30/2021 20:11:57,Male,23,Muslim,Urban,1,No,Single,Between 4 and 7,Dreams of success,Homemade,Sometimes,1.5  L,Yes,After 9 am,After 9 am,No,Co-ed (Girls and boys),Car or bike,Science,Yes,Yes,"Teacher, Friend, Parent","Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before 10th std,Always did,Yes,Yes,Only a few times,Yes,"Family problems, Fear of the future/planning the future, Friendship issues, Eating disorders, Phone addiction/fights","With my parents, With my friends (difficulties or break downs/loss of the friendship), BF or GF",No,No,"Facebook, Instagram",Yes,"Hangout with friends and family, dear ones, Sleep",5,"Being around people you love, Food",4,2 hours,3,Never smoked,Never,,Yes,Yes,Maybe,Agree,"Pressure to succeed in academics, Increased social media use",Yes,Yes,Yes,Yes,No,No,No,No,No,No,Maybe,Sometimes,Yes,Yes,Sometimes,Yes
3/30/2021 20:25:23,Female,22,Hindu,Urban,1,No,Single,Between 4 and 7,Good,Homemade,Sometimes,Less than 1.5 L,Sometimes,Between 7 am and 9 am,After 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Science,No,No,Friend,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before/during UG,Sometimes,No,No,Never,Yes,"School stress, Family problems, Body image, Anxiety and or depression, Self esteem, Fear of the future/planning the future, Friendship issues","With my parents, With my friends (difficulties or break downs/loss of the friendship), Siblings",Yes,No,"Facebook, Instagram",Yes,"Sleep, Do nothing",3,Food,2,2 hours,3,Never smoked,Never,,No,No,Maybe,Neutral,Uncertainty about which major or career path to choose,Maybe,Maybe,No,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,Sometimes,No,No,Yes,No
3/30/2021 20:31:53,Female,24,Hindu,Urban,2,No,In a relationship,Between 4 and 7,Nightmare,Homemade,Sometimes,2.5 L,Yes,Between 5 am and 7 am,Never a constant time,Yes,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Maybe,Yes,There wasn't support I wanted to access,"Can afford the necessities, not more","It’s bad, but I have fallen for it",Commerce,Before/during UG,Sometimes,No,Yes,Never,Yes,"Family problems, Gender/Sexuality, Anxiety and or depression, Suicidal thoughts, Fear of the future/planning the future, Drugs and alcohol","With my friends (difficulties or break downs/loss of the friendship), BF or GF, Siblings",Yes,Sometimes,Instagram,Yes,"Hangout with friends and family, dear ones",5,Being around people you love,3,Less than 1 hour,5,Never smoked,On occasion,,No,Yes,Yes,Neutral,"Pressure to succeed in academics, Submissions and project work",No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3/30/2021 20:39:28,Male,24,Hindu,Urban,1,No,In a relationship,Between 4 and 7,Good,Homemade,Yes,1.5  L,Sometimes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Science,No,No,I did not want support,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,Yes,No,Never,Yes,Friendship issues,With my friends (difficulties or break downs/loss of the friendship),Yes,Sometimes,Instagram,Yes,Do nothing,3,"Being around people you love, Being around animals",4,Less than 1 hour,3,Never smoked,On occasion,,Sometimes,Yes,No,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Submissions and project work",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Maybe,Not sure,Yes,No
3/30/2021 20:50:27,Female,23,Hindu,Rural,2,No,Single,More than 8,Dreams of success,Homemade,No,2.5 L,Sometimes,Between 7 am and 9 am,After 9 am,Yes,Co-ed (Girls and boys),Car or bike,Science,No,No,,"Can afford the necessities, not more","It’s bad, but I have fallen for it",Science,Before/during UG,Sometimes,Yes,Yes,Never,No,Domestic and family violence/fighting at home,With my friends (difficulties or break downs/loss of the friendship),Yes,Sometimes,,No,"Hangout with friends and family, dear ones",4,Being around people you love,4,Less than 1 hour,2,Never smoked,Never,,No,Yes,Maybe,Neutral,Uncertainty about which major or career path to choose,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Not sure,Yes,No
3/30/2021 21:04:37,Female,22,Christian,Urban,1,No,Single,Between 4 and 7,Good,Homemade,Yes,2.5 L,Sometimes,Between 7 am and 9 am,After 9 am,Yes,All girls,Bus or van with other students,Geography,Yes,No,"Friend, Parent","Can afford the necessities, and occasional luxuries","Peer pressure exists, but as long as you're firm with your own beliefs, it doesn't have to have any effect on you ",Arts,Before 12th std (10th std - 11th std),Sometimes,No,Yes,Never,No,"School stress, Body image, Anxiety and or depression, Fear of the future/planning the future, Friendship issues",With my friends (difficulties or break downs/loss of the friendship),Yes,Sometimes,Instagram,Yes,"Hangout with friends and family, dear ones, Get in touch with all hobbies, go explore, basically move out of the house and do things thatbwere not possible due to college ",5,"Being around people you love, Your work/study, Being around animals, Food, Music, nature",2,Less than 1 hour,4,Never smoked,Never,,Yes,Yes,Maybe,Agree,"Uncertainty about which major or career path to choose, Submissions and project work, Interpersonal relationships (college drama)",Yes,Maybe,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Maybe,Yes,Yes,No
3/30/2021 21:22:41,Male,22,Hindu,Urban,2,No,Single,Between 4 and 7,Dreams of failure,Homemade,Sometimes,2.5 L,Yes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,All boys,Foot,Mathematics,Maybe,No,Other adult,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before/during UG,Always did,No,Yes,Only a few times,No,"School stress, Family problems, Anxiety and or depression, Fear of the future/planning the future, Parental/family mental health, Friendship issues, Phone addiction/fights","With my parents, With my friends (difficulties or break downs/loss of the friendship), BF or GF, Siblings",No,No,"Facebook, Instagram",Yes,"Hangout with friends and family, dear ones",2,"Being around people you love, Being around animals, Food",4,Less than 1 hour,3,Never smoked,On occasion,,Sometimes,I don't know,Not aware,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Submissions and project work",Yes,Yes,Yes,Maybe,Sometimes,Maybe,Maybe,Maybe,No,Maybe,Yes,Sometimes,No,Not sure,Maybe,No
3/30/2021 21:36:18,Female,20,Hindu,Urban,1,Yes,Single,More than 8,Good,Homemade,No,1.5  L,No,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Maybe,Yes,Friend,"Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Arts,Before 10th std,Always did,No,No,Never,Yes,"School stress, Family problems, Body image, Anxiety and or depression, Self esteem, Suicidal thoughts, Self-harm, Sex and relationships, Child abuse/neglect that may have happened, Fear of the future/planning the future, Bullying, Parental/family mental health, Friendship issues, Eating disorders, Drugs and alcohol, Domestic and family violence/fighting at home, Cyber Bullying, Phone addiction/fights, I think parents need an information/support group",With my teachers,Yes,Sometimes,Instagram,Yes,"Hangout with friends and family, dear ones, Sleep, Do nothing",3,"Being around people you love, Your work/study, Being around animals, Food",2,1 hour,3,Never smoked,On occasion,,No,Yes,No,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",Maybe,Maybe,Yes,Maybe,No,Yes,No,No,Maybe,No,Yes,No,Maybe,No,No,No
3/30/2021 21:43:49,Female,20,Hindu,Urban,2,No,Single,More than 8,Good,Homemade,Yes,2.5 L,Yes,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Car or bike,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,,"Friend, Parent",Finding it difficult to make ends meet,"It’s fine, if it does not get you into trouble",Commerce,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Never,Yes,"Family problems, Self esteem, Friendship issues",With my friends (difficulties or break downs/loss of the friendship),Yes,No,"Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones, Sleep, Do nothing",5,"Being around people you love, Food",1,Less than 1 hour,5,Never smoked,On occasion,,Yes,Yes,,Agree,"Pressure to succeed in academics, Financial stress",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3/30/2021 21:51:42,Male,20,Christian,Urban,3,No,Single,Between 4 and 7,Nightmare,Outside food,No,1.5  L,No,After 9 am,After 9 am,No,All boys,Foot,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Yes,No,Friend,Finding it difficult to make ends meet,"It’s fine, if it does not get you into trouble",Arts,Before 10th std,When I was forced to,No,Yes,Many times,No,"School stress, Family problems, Body image, Anxiety and or depression, Self esteem, Suicidal thoughts, Self-harm, Friendship issues, Eating disorders, Drugs and alcohol, Phone addiction/fights",BF or GF,No,No,"Facebook, Instagram, Twitter, Snapchat",Yes,Do nothing,1,Food,3,More than 2 hours,3,Sometimes,On occasion,,No,I don't know,Not aware,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",I don't know,No,No,No,No,No,No,No,No,No,Yes,No,No,Not sure,No,No
3/30/2021 21:54:31,Female,22,Hindu,Urban,1,No,Single,Between 4 and 7,Good,Homemade,Sometimes,2.5 L,Yes,Between 5 am and 7 am,Never a constant time,No,Co-ed (Girls and boys),Foot,Mathematics,Yes,No,There wasn't support I wanted to access,"Can afford the necessities, and occasional luxuries","It’s bad, but I have fallen for it",Science,Before 10th std,Sometimes,No,Yes,Never,Yes,"Family problems, Anxiety and or depression, Self esteem, Sex and relationships, Fear of the future/planning the future, Parental/family mental health, Friendship issues, Domestic and family violence/fighting at home, I think parents need an information/support group","With my parents, With my friends (difficulties or break downs/loss of the friendship), Siblings",Yes,Sometimes,"Instagram, Twitter, Snapchat",Yes,"Hangout with friends and family, dear ones",5,"Being around people you love, Your work/study, Being around animals, Food",4,Less than 1 hour,3,Never smoked,On occasion,,Sometimes,No,No,Agree,"Pressure to succeed in academics, Financial stress, Submissions and project work",Maybe,Yes,No,Maybe,Sometimes,No,Maybe,Maybe,Maybe,No,Sometimes,No,Maybe,Not sure,Sometimes,Yes
3/30/2021 22:14:19,Male,23,Hindu,Urban,None,No,Single,Between 4 and 7,Good,Homemade,Yes,Less than 1.5 L,No,After 9 am,Between 7 am and 9 am,No,Co-ed (Girls and boys),Bus or van with other students,Science,Maybe,No,"I did not want support, There wasn't support I wanted to access","Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Others,Before 10th std,Always did,No,No,Only a few times,No,"School stress, Family problems, Gender/Sexuality, Body image, Anxiety and or depression, Self esteem, Suicidal thoughts, Self-harm, Sex and relationships, Child abuse/neglect that may have happened, Fear of the future/planning the future, Bullying, Parental/family mental health, Friendship issues, Eating disorders, Drugs and alcohol, Domestic and family violence/fighting at home, Cyber Bullying, Phone addiction/fights","With my parents, With my friends (difficulties or break downs/loss of the friendship), BF or GF",No,Sometimes,"Facebook, Instagram",No,"Sleep, Do nothing",5,"Being around people you love, Your work/study, Being around animals, Food",1,Less than 1 hour,1,Never smoked,Never,,Yes,I don't know,Not aware,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Submissions and project work",No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,Sometimes,Yes,Yes,Yes,Yes
3/30/2021 22:22:05,Male,18,Hindu,Rural,None,No,Single,Between 4 and 7,Good,Homemade,Yes,3.5 L,Yes,Between 5 am and 7 am,Between 5 am and 7 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,,,,"It’s fine, if it does not get you into trouble",Commerce,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Many times,Yes,"School stress, Phone addiction/fights","With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship), BF or GF, Siblings",No,Yes,"Instagram, Twitter",Yes,"Hangout with friends and family, dear ones",4,"Being around people you love, Your work/study, Being around animals, Food",4,Less than 1 hour,4,Never smoked,Never,,Sometimes,Yes,Maybe,Neutral,"Pressure to succeed in academics, Increased social media use, Submissions and project work",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Yes,Yes,Yes,No
3/30/2021 22:22:23,Female,23,Hindu,Rural,1,No,Single,More than 8,Good,Homemade,Sometimes,3.5 L,No,Between 7 am and 9 am,Between 7 am and 9 am,No,Co-ed (Girls and boys),Ferry Boat,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Maybe,No,Friend,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Arts,Before 12th std (10th std - 11th std),Sometimes,No,Yes,Never,Yes,Anxiety and or depression,"With my parents, Siblings",Yes,Sometimes,Instagram,Yes,Sleep,3,Food,3,1 hour,1,Never smoked,Never,,Sometimes,Yes,Not aware,Neutral,Submissions and project work,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,No,Not sure,Yes,No
3/30/2021 22:24:48,Female,20,Hindu,Urban,1,No,Single,Between 4 and 7,Good,Homemade,Yes,Less than 1.5 L,Yes,Between 5 am and 7 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Car or bike,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,,,"Can afford the necessities, and occasional luxuries",I feel there is good peer pressure and bad peer pressure ,Science,Before/during UG,Sometimes,No,No,Never,No,"Family problems, Parental/family mental health, Domestic and family violence/fighting at home","With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship), Siblings",Yes,Sometimes,"Facebook, Instagram, Twitter",No,"Hangout with friends and family, dear ones, Watch spiritual videos ,read bhagvadgita,other holy scriptures",3,"When I use my time productively,watching spiritual videos, listening to Harikatha,dancing on holy name of Lord Krishna,etc",2,Less than 1 hour,1,Never smoked,Never,,Yes,Yes,Maybe,Agree,Uncertainty about which major or career path to choose,Maybe,Yes,Yes,I don't know,No,Yes,Maybe,Maybe,Yes,Yes,Maybe,Sometimes,Maybe,Not sure,Maybe,No
3/30/2021 22:25:29,Female,27,Hindu,Rural,1,No,Single,Between 4 and 7,Good,Homemade,Yes,Less than 1.5 L,No,Between 7 am and 9 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,No,I did not want support,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Arts,Before 12th std (10th std - 11th std),Sometimes,No,No,Never,No,Fear of the future/planning the future,With my parents,Yes,Yes,Instagram,No,Sleep,5,Being around people you love,2,Less than 1 hour,4,Never smoked,Never,,No,Yes,Yes,Disagree,Submissions and project work,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3/30/2021 22:26:31,Female,30,Hindu,Urban,2,No,Married,Between 4 and 7,Good,Homemade,Sometimes,3.5 L,Sometimes,Between 5 am and 7 am,After 9 am,Yes,Co-ed (Girls and boys),Car or bike,Science,Yes,Yes,Parent,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before/during UG,Always did,Yes,No,Never,Yes,Family problems,With my parents,Yes,Yes,Facebook,Yes,"Hangout with friends and family, dear ones, Hobbies",5,"Being around people you love, Your work/study",4,Less than 1 hour,4,Never smoked,Never,,Yes,Yes,Yes,Neutral,Pressure to succeed in academics,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No
3/30/2021 22:46:18,Female,23,Christian,Rural,None,No,In a relationship,Between 4 and 7,Good,Outside food,Yes,1.5  L,Sometimes,Never a constant time,After 9 am,Yes,All girls,Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),Yes,No,"Teacher, School counsellor","Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,Yes,Yes,Never,No,"School stress, Family problems, Gender/Sexuality, Body image, Anxiety and or depression, Self esteem, Suicidal thoughts, Self-harm, Sex and relationships, Child abuse/neglect that may have happened, Fear of the future/planning the future, Bullying, Parental/family mental health, Friendship issues, Eating disorders, Domestic and family violence/fighting at home, Phone addiction/fights, I think parents need an information/support group","With my parents, With my friends (difficulties or break downs/loss of the friendship), BF or GF, Siblings",Yes,Sometimes,"Facebook, Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones, Sleep, Do nothing",3,"Being around people you love, Being around animals, Food, Me time",3,2 hours,5,Never smoked,On occasion,,No,I don't know,No,Neutral,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Submissions and project work",Yes,Yes,Yes,Yes,No,Yes,Maybe,Maybe,No,No,Yes,No,No,Not sure,Sometimes,Yes
3/30/2021 22:50:08,Male,23,Hindu,Rural,None,No,Single,Between 4 and 7,Nightmare,Outside food,Sometimes,1.5  L,Sometimes,Between 5 am and 7 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Languages (English/ Konkani/ Hindi/ French/ Portuguese/ Sanskrit),No,No,Friend,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,Yes,No,Only a few times,Yes,"School stress, Family problems, Body image, Anxiety and or depression, Self esteem, Self-harm, Sex and relationships, Child abuse/neglect that may have happened, Fear of the future/planning the future, Parental/family mental health, Domestic and family violence/fighting at home","With my parents, With my friends (difficulties or break downs/loss of the friendship)",Yes,No,Instagram,Yes,"Hangout with friends and family, dear ones, Do nothing",4,"Being around people you love, Food",3,2 hours,1,Never smoked,Never,,No,Yes,Yes,Agree,"Pressure to succeed in academics, Financial stress, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",Yes,Yes,No,Maybe,Sometimes,Yes,Maybe,Yes,Yes,Yes,Sometimes,Sometimes,Yes,No,Yes,Yes
3/30/2021 22:53:29,Female,22,Christian,Urban,1,No,Single,Between 4 and 7,Good,Homemade,No,Don't know exact ,No,Never a constant time,Never a constant time,Yes,All girls,Bus or van with other students,Science,Maybe,,,,"It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,No,No,Never,Yes,,"With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship)",No,Sometimes,"Facebook, Instagram, Snapchat",No,"Hangout with friends and family, dear ones, Sleep, Do nothing",3,"Being around people you love, Being around animals, Food",3,Less than 1 hour,3,Never smoked,On occasion,,Sometimes,Yes,,Neutral,Pressure to succeed in academics,,,,,,Maybe,,,,,Sometimes,Sometimes,Yes,,Yes,
3/30/2021 23:01:05,Female,17,Hindu,Rural,1,No,Single,Between 4 and 7,Good,Homemade,Yes,1.5  L,Sometimes,Between 5 am and 7 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Science,Yes,Yes,"Teacher, Friend","Can afford the necessities, and occasional luxuries",I have not fallen for its bad some times ,Science,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Never,Yes,"Cyber Bullying, I think parents need an information/support group",With my parents,Yes,Sometimes,Instagram,Yes,Study,5,"Being around people you love, Your work/study",4,Less than 1 hour,5,Never smoked,Never,,Sometimes,Yes,No,Agree,"Pressure to succeed in academics, Increased social media use",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Sometimes,No,Yes,Yes,Yes,No
3/30/2021 23:06:28,Male,21,Hindu,Rural,1,No,Single,More than 8,Good,Homemade,Sometimes,1.5  L,Sometimes,Between 5 am and 7 am,Between 7 am and 9 am,Yes,Co-ed (Girls and boys),Foot,Geography,Yes,Yes,"Teacher, School counsellor, Friend, Parent","Can afford the necessities, and occasional luxuries","It’s fine, if it does not get you into trouble",Arts,Before/during UG,Always did,Yes,No,Only a few times,Yes,"Body image, Fear of the future/planning the future","With my parents, With my teachers, With my friends (difficulties or break downs/loss of the friendship)",Yes,Sometimes,"Facebook, Instagram",Yes,"Hangout with friends and family, dear ones",4,Being around people you love,4,1 hour,3,Never smoked,Never,,Yes,Yes,Yes,Disagree,Uncertainty about which major or career path to choose,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Sometimes,Maybe,Yes,Yes,No
3/30/2021 23:17:24,Female,16,Hindu,Urban,1,No,Single,Between 4 and 7,Good,Homemade,Sometimes,Less than 1.5 L,Yes,Between 5 am and 7 am,Between 7 am and 9 am,No,Co-ed (Girls and boys),Bus or van with other students,Science,No,No,,"Can afford the necessities, and occasional luxuries",Its up to u !,Science,Before 12th std (10th std - 11th std),Always did,Yes,Yes,Only a few times,Yes,"School stress, Fear of the future/planning the future, Phone addiction/fights, I think parents need an information/support group","With my parents, With my friends (difficulties or break downs/loss of the friendship), Cousins",Yes,Sometimes,"Facebook, Snapchat",No,Sleep,5,"Being around people you love, Your work/study, Food",5,2 hours,5,Never smoked,Never,,Yes,I don't know,Not aware,Agree,"Pressure to succeed in academics, Uncertainty about which major or career path to choose, Increased social media use, Submissions and project work",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Sometimes,Yes
3/30/2021 23:23:16,Male,27,Christian,Urban,More than 4,No,In a relationship,Between 4 and 7,Good,Homemade,No,Less than 1.5 L,Sometimes,Between 5 am and 7 am,Between 5 am and 7 am,Yes,Co-ed (Girls and boys),Bus or van with other students,Mathematics,No,No,,"Can afford the necessities, not more","It’s fine, if it does not get you into trouble",Science,Before 12th std (10th std - 11th std),Sometimes,No,Yes,Never,Yes,"School stress, Family problems, Anxiety and or depression, Child abuse/neglect that may have happened, Drugs and alcohol",With my friends (difficulties or break downs/loss of the friendship),Yes,Sometimes,"Facebook, Instagram, Snapchat",Yes,"Hangout with friends and family, dear ones",4,"Being around people you love, Your work/study",3,Less than 1 hour,3,Never smoked,On occasion,,No,Yes,Yes,Agree,Pressure to succeed in academics,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Sometimes,Yes,Yes,Yes,No
